index,true_label,candidate_labels,complementary_label
15934,12,"['bear'; 'beetle']",bear
15935,54,"['keyboard'; 'beaver']",beaver
15936,39,"['lawn_mower'; 'flatfish']",lawn_mower
15937,3,"['cup'; 'bed']",cup
15938,35,"['crocodile'; 'orchid']",crocodile
15939,82,"['flatfish'; 'motorcycle']",motorcycle
15940,1,"['maple_tree'; 'caterpillar']",maple_tree
15941,19,"['motorcycle'; 'road']",motorcycle
15942,85,"['bus'; 'ray']",ray
15943,91,"['mouse'; 'camel']",camel
15944,78,"['poppy'; 'bus']",bus
15945,96,"['sea'; 'woman']",sea
15946,2,"['tractor'; 'worm']",worm
15947,31,"['mountain'; 'butterfly']",butterfly
15948,25,"['tulip'; 'beaver']",beaver
15949,3,"['cup'; 'bed']",cup
15950,59,"['oak_tree'; 'mountain']",mountain
15951,94,"['lobster'; 'boy']",boy
15952,58,"['trout'; 'fox']",fox
15953,67,"['motorcycle'; 'man']",man
15954,3,"['bed'; 'cup']",cup
15955,77,"['pine_tree'; 'tulip']",pine_tree
15956,84,"['maple_tree'; 'pickup_truck']",maple_tree
15957,16,"['train'; 'oak_tree']",train
15958,49,"['beetle'; 'raccoon']",beetle
15959,89,"['bed'; 'bear']",bear
15960,97,"['motorcycle'; 'crocodile']",crocodile
15961,40,"['bear'; 'tulip']",bear
15962,41,"['couch'; 'pine_tree']",pine_tree
15963,44,"['cloud'; 'flatfish']",cloud
15964,17,"['turtle'; 'crocodile']",turtle
15965,60,"['mushroom'; 'clock']",clock
15966,63,"['sweet_pepper'; 'lion']",lion
15967,17,"['crocodile'; 'turtle']",crocodile
15968,29,"['sunflower'; 'girl']",sunflower
15969,18,"['trout'; 'bottle']",bottle
15970,5,"['bicycle'; 'apple']",apple
15971,73,"['chair'; 'shark']",chair
15972,34,"['baby'; 'chimpanzee']",chimpanzee
15973,32,"['couch'; 'skunk']",couch
15974,80,"['lion'; 'flatfish']",lion
15975,28,"['rabbit'; 'wolf']",rabbit
15976,54,"['keyboard'; 'beaver']",beaver
15977,72,"['camel'; 'palm_tree']",palm_tree
15978,63,"['lion'; 'sweet_pepper']",lion
15979,16,"['train'; 'oak_tree']",train
15980,39,"['lawn_mower'; 'flatfish']",lawn_mower
15981,11,"['boy'; 'poppy']",poppy
15982,37,"['lawn_mower'; 'cloud']",lawn_mower
15983,87,"['man'; 'bus']",bus
15984,75,"['boy'; 'lizard']",lizard
15985,9,"['mouse'; 'camel']",camel
15986,88,"['camel'; 'ray']",camel
15987,2,"['worm'; 'tractor']",tractor
15988,43,"['willow_tree'; 'bottle']",bottle
15989,59,"['mountain'; 'oak_tree']",mountain
15990,0,"['flatfish'; 'train']",train
15991,7,"['raccoon'; 'lawn_mower']",lawn_mower
15992,11,"['poppy'; 'boy']",poppy
15993,9,"['mouse'; 'camel']",camel
15994,88,"['ray'; 'camel']",camel
15995,73,"['shark'; 'chair']",chair
15996,52,"['forest'; 'pear']",pear
15997,72,"['camel'; 'palm_tree']",palm_tree
15998,96,"['sea'; 'woman']",woman
15999,60,"['mushroom'; 'clock']",clock
16000,93,"['lion'; 'table']",table
16001,59,"['mountain'; 'oak_tree']",oak_tree
16002,89,"['bear'; 'bed']",bear
16003,65,"['crab'; 'can']",crab
16004,63,"['lion'; 'sweet_pepper']",sweet_pepper
16005,79,"['spider'; 'butterfly']",butterfly
16006,20,"['poppy'; 'forest']",poppy
16007,32,"['couch'; 'skunk']",couch
16008,24,"['lawn_mower'; 'train']",lawn_mower
16009,78,"['poppy'; 'bus']",bus
16010,19,"['motorcycle'; 'road']",motorcycle
16011,3,"['cup'; 'bed']",cup
16012,37,"['lawn_mower'; 'cloud']",lawn_mower
16013,87,"['man'; 'bus']",bus
16014,21,"['mouse'; 'woman']",woman
16015,8,"['seal'; 'rose']",rose
16016,4,"['fox'; 'palm_tree']",palm_tree
16017,18,"['trout'; 'bottle']",bottle
16018,28,"['rabbit'; 'wolf']",rabbit
16019,36,"['clock'; 'woman']",clock
16020,5,"['apple'; 'bicycle']",bicycle
16021,50,"['otter'; 'bed']",bed
16022,57,"['fox'; 'worm']",fox
16023,71,"['fox'; 'lamp']",lamp
16024,26,"['crab'; 'pear']",pear
16025,51,"['bicycle'; 'mouse']",bicycle
16026,63,"['sweet_pepper'; 'lion']",lion
16027,47,"['tank'; 'raccoon']",raccoon
16028,38,"['sunflower'; 'rose']",sunflower
16029,7,"['raccoon'; 'lawn_mower']",lawn_mower
16030,69,"['possum'; 'pickup_truck']",possum
16031,89,"['bed'; 'bear']",bear
16032,25,"['beaver'; 'tulip']",tulip
16033,28,"['rabbit'; 'wolf']",rabbit
16034,15,"['snail'; 'rose']",rose
16035,7,"['raccoon'; 'lawn_mower']",raccoon
16036,35,"['crocodile'; 'orchid']",crocodile
16037,43,"['willow_tree'; 'bottle']",bottle
16038,34,"['chimpanzee'; 'baby']",chimpanzee
16039,65,"['crab'; 'can']",crab
16040,95,"['oak_tree'; 'pear']",pear
16041,65,"['can'; 'crab']",crab
16042,11,"['boy'; 'poppy']",poppy
16043,12,"['bear'; 'beetle']",bear
16044,29,"['girl'; 'sunflower']",girl
16045,47,"['raccoon'; 'tank']",tank
16046,94,"['boy'; 'lobster']",lobster
16047,67,"['motorcycle'; 'man']",motorcycle
16048,9,"['camel'; 'mouse']",camel
16049,62,"['crocodile'; 'plain']",crocodile
16050,94,"['boy'; 'lobster']",lobster
16051,80,"['flatfish'; 'lion']",lion
16052,66,"['pear'; 'kangaroo']",kangaroo
16053,13,"['cup'; 'bottle']",cup
16054,97,"['motorcycle'; 'crocodile']",crocodile
16055,11,"['boy'; 'poppy']",poppy
16056,84,"['maple_tree'; 'pickup_truck']",maple_tree
16057,65,"['can'; 'crab']",crab
16058,5,"['bicycle'; 'apple']",apple
16059,89,"['bed'; 'bear']",bear
16060,42,"['skyscraper'; 'cattle']",skyscraper
16061,3,"['bed'; 'cup']",cup
16062,95,"['pear'; 'oak_tree']",Oak tree
16063,73,"['shark'; 'chair']",chair
16064,87,"['man'; 'bus']",bus
16065,72,"['palm_tree'; 'camel']",palm_tree
16066,47,"['raccoon'; 'tank']",tank
16067,74,"['lawn_mower'; 'man']",lawn_mower
16068,56,"['willow_tree'; 'snail']",snail
16069,79,"['butterfly'; 'spider']",butterfly
16070,84,"['maple_tree'; 'pickup_truck']",maple_tree
16071,10,"['squirrel'; 'willow_tree']",squirrel
16072,22,"['possum'; 'lizard']",possum
16073,56,"['willow_tree'; 'snail']",snail
16074,28,"['rabbit'; 'wolf']",rabbit
16075,49,"['raccoon'; 'beetle']",beetle
16076,66,"['pear'; 'kangaroo']",kangaroo
16077,93,"['lion'; 'table']",table
16078,81,"['bottle'; 'mushroom']",mushroom
16079,72,"['palm_tree'; 'camel']",palm_tree
16080,59,"['mountain'; 'oak_tree']",oak_tree
16081,51,"['mouse'; 'bicycle']",bicycle
16082,51,"['bicycle'; 'mouse']",bicycle
16083,84,"['pickup_truck'; 'maple_tree']",pickup_truck
16084,69,"['pickup_truck'; 'possum']",Pickup truck
16085,41,"['couch'; 'pine_tree']",couch
16086,59,"['mountain'; 'oak_tree']",mountain
16087,33,"['mushroom'; 'chimpanzee']",chimpanzee
16088,30,"['orchid'; 'raccoon']",orchid
16089,57,"['fox'; 'worm']",fox
16090,36,"['woman'; 'clock']",clock
16091,16,"['oak_tree'; 'train']",Oak tree
16092,43,"['willow_tree'; 'bottle']",bottle
16093,48,"['skunk'; 'bottle']",skunk
16094,85,"['ray'; 'bus']",bus
16095,52,"['forest'; 'pear']",pear
16096,16,"['train'; 'oak_tree']",Oak tree
16097,92,"['worm'; 'plain']",worm
16098,17,"['turtle'; 'crocodile']",turtle
16099,65,"['can'; 'crab']",crab
16100,15,"['rose'; 'snail']",snail
16101,65,"['can'; 'crab']",crab
16102,44,"['cloud'; 'flatfish']",cloud
16103,5,"['bicycle'; 'apple']",bicycle
16104,31,"['butterfly'; 'mountain']",butterfly
16105,21,"['woman'; 'mouse']",mouse
16106,51,"['bicycle'; 'mouse']",bicycle
16107,66,"['pear'; 'kangaroo']",kangaroo
16108,51,"['mouse'; 'bicycle']",bicycle
16109,79,"['butterfly'; 'spider']",butterfly
16110,46,"['orange'; 'table']",table
16111,67,"['motorcycle'; 'man']",man
16112,75,"['boy'; 'lizard']",lizard
16113,3,"['cup'; 'bed']",cup
16114,98,"['pine_tree'; 'pickup_truck']",pine_tree
16115,31,"['butterfly'; 'mountain']",butterfly
16116,74,"['man'; 'lawn_mower']",man
16117,78,"['bus'; 'poppy']",poppy
16118,89,"['bed'; 'bear']",bear
16119,61,"['whale'; 'woman']",whale
16120,61,"['woman'; 'whale']",whale
16121,65,"['crab'; 'can']",can
16122,95,"['oak_tree'; 'pear']",pear
16123,44,"['cloud'; 'flatfish']",cloud
16124,48,"['bottle'; 'skunk']",skunk
16125,27,"['apple'; 'oak_tree']",apple
16126,38,"['rose'; 'sunflower']",rose
16127,84,"['maple_tree'; 'pickup_truck']",maple_tree
16128,17,"['crocodile'; 'turtle']",crocodile
16129,29,"['sunflower'; 'girl']",sunflower
16130,33,"['chimpanzee'; 'mushroom']",chimpanzee
16131,76,"['kangaroo'; 'lizard']",kangaroo
16132,23,"['dinosaur'; 'mouse']",dinosaur
16133,45,"['orange'; 'keyboard']",keyboard
16134,86,"['lizard'; 'tank']",lizard
16135,22,"['possum'; 'lizard']",possum
16136,72,"['palm_tree'; 'camel']",palm_tree
16137,62,"['crocodile'; 'plain']",crocodile
16138,84,"['maple_tree'; 'pickup_truck']",maple_tree
16139,93,"['lion'; 'table']",table
16140,32,"['skunk'; 'couch']",couch
16141,53,"['orchid'; 'pine_tree']",pine_tree
16142,87,"['man'; 'bus']",bus
16143,51,"['mouse'; 'bicycle']",bicycle
16144,46,"['orange'; 'table']",orange
16145,16,"['train'; 'oak_tree']",Oak tree
16146,68,"['bridge'; 'sea']",sea
16147,3,"['bed'; 'cup']",cup
16148,4,"['palm_tree'; 'fox']",palm_tree
16149,74,"['lawn_mower'; 'man']",lawn_mower
16150,48,"['bottle'; 'skunk']",skunk
16151,23,"['dinosaur'; 'mouse']",dinosaur
16152,45,"['orange'; 'keyboard']",orange
16153,10,"['willow_tree'; 'squirrel']",squirrel
16154,26,"['pear'; 'crab']",pear
16155,25,"['tulip'; 'beaver']",beaver
16156,85,"['bus'; 'ray']",ray
16157,62,"['crocodile'; 'plain']",crocodile
16158,88,"['camel'; 'ray']",camel
16159,45,"['orange'; 'keyboard']",keyboard
16160,44,"['flatfish'; 'cloud']",cloud
16161,43,"['willow_tree'; 'bottle']",bottle
16162,19,"['road'; 'motorcycle']",motorcycle
16163,31,"['butterfly'; 'mountain']",butterfly
16164,98,"['pickup_truck'; 'pine_tree']",Pine tree
16165,96,"['sea'; 'woman']",woman
16166,99,"['dinosaur'; 'rose']",rose
16167,59,"['mountain'; 'oak_tree']",mountain
16168,68,"['bridge'; 'sea']",sea
16169,36,"['woman'; 'clock']",woman
16170,15,"['snail'; 'rose']",snail
16171,76,"['kangaroo'; 'lizard']",kangaroo
16172,63,"['sweet_pepper'; 'lion']",lion
16173,91,"['mouse'; 'camel']",camel
16174,56,"['snail'; 'willow_tree']",snail
16175,99,"['rose'; 'dinosaur']",dinosaur
16176,83,"['couch'; 'oak_tree']",couch
16177,55,"['bicycle'; 'skyscraper']",skyscraper
16178,0,"['flatfish'; 'train']",train
16179,78,"['poppy'; 'bus']",bus
16180,95,"['pear'; 'oak_tree']",Oak tree
16181,76,"['lizard'; 'kangaroo']",lizard
16182,94,"['lobster'; 'boy']",lobster
16183,34,"['baby'; 'chimpanzee']",chimpanzee
16184,96,"['woman'; 'sea']",sea
16185,8,"['seal'; 'rose']",rose
16186,19,"['motorcycle'; 'road']",motorcycle
16187,2,"['worm'; 'tractor']",worm
16188,63,"['lion'; 'sweet_pepper']",sweet_pepper
16189,59,"['oak_tree'; 'mountain']",Oak tree
16190,42,"['cattle'; 'skyscraper']",skyscraper
16191,27,"['apple'; 'oak_tree']",apple
16192,36,"['clock'; 'woman']",woman
16193,34,"['chimpanzee'; 'baby']",chimpanzee
16194,79,"['butterfly'; 'spider']",butterfly
16195,74,"['lawn_mower'; 'man']",man
16196,31,"['butterfly'; 'mountain']",butterfly
16197,19,"['motorcycle'; 'road']",motorcycle
16198,66,"['kangaroo'; 'pear']",pear
16199,68,"['sea'; 'bridge']",sea
16200,95,"['pear'; 'oak_tree']",Oak tree
16201,4,"['fox'; 'palm_tree']",palm_tree
16202,10,"['willow_tree'; 'squirrel']",willow_tree
16203,75,"['boy'; 'lizard']",lizard
16204,32,"['skunk'; 'couch']",couch
16205,87,"['bus'; 'man']",bus
16206,64,"['tractor'; 'shark']",tractor
16207,92,"['worm'; 'plain']",worm
16208,38,"['rose'; 'sunflower']",rose
16209,36,"['woman'; 'clock']",clock
16210,4,"['palm_tree'; 'fox']",palm_tree
16211,39,"['lawn_mower'; 'flatfish']",lawn_mower
16212,39,"['lawn_mower'; 'flatfish']",lawn_mower
16213,99,"['dinosaur'; 'rose']",rose
16214,24,"['lawn_mower'; 'train']",train
16215,50,"['bed'; 'otter']",otter
16216,54,"['keyboard'; 'beaver']",beaver
16217,47,"['tank'; 'raccoon']",raccoon
16218,11,"['poppy'; 'boy']",poppy
16219,57,"['fox'; 'worm']",fox
16220,62,"['plain'; 'crocodile']",crocodile
16221,38,"['rose'; 'sunflower']",rose
16222,15,"['snail'; 'rose']",rose
16223,30,"['raccoon'; 'orchid']",raccoon
16224,91,"['mouse'; 'camel']",camel
16225,50,"['otter'; 'bed']",bed
16226,58,"['trout'; 'fox']",fox
16227,71,"['lamp'; 'fox']",lamp
16228,82,"['motorcycle'; 'flatfish']",motorcycle
16229,50,"['bed'; 'otter']",otter
16230,78,"['poppy'; 'bus']",poppy
16231,44,"['flatfish'; 'cloud']",cloud
16232,70,"['cup'; 'road']",road
16233,56,"['snail'; 'willow_tree']",snail
16234,74,"['man'; 'lawn_mower']",man
16235,73,"['chair'; 'shark']",chair
16236,31,"['butterfly'; 'mountain']",butterfly
16237,65,"['crab'; 'can']",crab
16238,56,"['snail'; 'willow_tree']",snail
16239,99,"['dinosaur'; 'rose']",rose
16240,15,"['snail'; 'rose']",rose
16241,23,"['mouse'; 'dinosaur']",dinosaur
16242,0,"['flatfish'; 'train']",train
16243,87,"['man'; 'bus']",bus
16244,59,"['oak_tree'; 'mountain']",mountain
16245,36,"['woman'; 'clock']",clock
16246,37,"['lawn_mower'; 'cloud']",lawn_mower
16247,85,"['bus'; 'ray']",ray
16248,98,"['pickup_truck'; 'pine_tree']",Pine tree
16249,9,"['camel'; 'mouse']",camel
16250,59,"['oak_tree'; 'mountain']",mountain
16251,49,"['beetle'; 'raccoon']",beetle
16252,72,"['camel'; 'palm_tree']",palm_tree
16253,47,"['tank'; 'raccoon']",raccoon
16254,45,"['orange'; 'keyboard']",keyboard
16255,87,"['man'; 'bus']",bus
16256,5,"['apple'; 'bicycle']",bicycle
16257,90,"['road'; 'bus']",bus
16258,26,"['pear'; 'crab']",pear
16259,27,"['oak_tree'; 'apple']",apple
16260,7,"['raccoon'; 'lawn_mower']",lawn_mower
16261,46,"['orange'; 'table']",table
16262,28,"['wolf'; 'rabbit']",wolf
16263,16,"['oak_tree'; 'train']",Oak tree
16264,78,"['bus'; 'poppy']",poppy
16265,60,"['clock'; 'mushroom']",mushroom
16266,96,"['sea'; 'woman']",woman
16267,28,"['rabbit'; 'wolf']",rabbit
16268,65,"['crab'; 'can']",can
16269,42,"['skyscraper'; 'cattle']",skyscraper
16270,9,"['camel'; 'mouse']",camel
16271,8,"['seal'; 'rose']",seal
16272,22,"['possum'; 'lizard']",possum
16273,61,"['whale'; 'woman']",whale
16274,36,"['clock'; 'woman']",clock
16275,27,"['oak_tree'; 'apple']",apple
16276,80,"['flatfish'; 'lion']",lion
16277,83,"['oak_tree'; 'couch']",Oak tree
16278,60,"['clock'; 'mushroom']",mushroom
16279,95,"['pear'; 'oak_tree']",oak_tree
16280,32,"['couch'; 'skunk']",couch
16281,25,"['beaver'; 'tulip']",beaver
16282,1,"['caterpillar'; 'maple_tree']",caterpillar
16283,22,"['lizard'; 'possum']",lizard
16284,51,"['bicycle'; 'mouse']",bicycle
16285,8,"['rose'; 'seal']",seal
16286,47,"['tank'; 'raccoon']",raccoon
16287,44,"['flatfish'; 'cloud']",cloud
16288,59,"['oak_tree'; 'mountain']",mountain
16289,83,"['oak_tree'; 'couch']",oak_tree
16290,14,"['oak_tree'; 'ray']",oak_tree
16291,70,"['cup'; 'road']",road
16292,36,"['woman'; 'clock']",clock
16293,28,"['wolf'; 'rabbit']",wolf
16294,24,"['lawn_mower'; 'train']",lawn_mower
16295,59,"['oak_tree'; 'mountain']",mountain
16296,83,"['couch'; 'oak_tree']",couch
16297,69,"['pickup_truck'; 'possum']",possum
16298,31,"['butterfly'; 'mountain']",butterfly
16299,34,"['baby'; 'chimpanzee']",chimpanzee
16300,51,"['mouse'; 'bicycle']",bicycle
16301,20,"['forest'; 'poppy']",forest
16302,20,"['poppy'; 'forest']",forest
16303,39,"['flatfish'; 'lawn_mower']",lawn_mower
16304,61,"['woman'; 'whale']",whale
16305,60,"['clock'; 'mushroom']",mushroom
16306,74,"['lawn_mower'; 'man']",lawn_mower
16307,5,"['apple'; 'bicycle']",bicycle
16308,64,"['shark'; 'tractor']",tractor
16309,90,"['road'; 'bus']",bus
16310,77,"['pine_tree'; 'tulip']",tulip
16311,33,"['mushroom'; 'chimpanzee']",chimpanzee
16312,64,"['shark'; 'tractor']",tractor
16313,29,"['girl'; 'sunflower']",sunflower
16314,91,"['camel'; 'mouse']",camel
16315,80,"['lion'; 'flatfish']",lion
16316,39,"['lawn_mower'; 'flatfish']",lawn_mower
16317,63,"['sweet_pepper'; 'lion']",lion
16318,81,"['mushroom'; 'bottle']",mushroom
16319,73,"['chair'; 'shark']",chair
16320,41,"['couch'; 'pine_tree']",pine_tree
16321,10,"['willow_tree'; 'squirrel']",willow_tree
16322,42,"['cattle'; 'skyscraper']",skyscraper
16323,57,"['fox'; 'worm']",fox
16324,21,"['woman'; 'mouse']",mouse
16325,81,"['mushroom'; 'bottle']",mushroom
16326,49,"['raccoon'; 'beetle']",raccoon
16327,66,"['kangaroo'; 'pear']",pear
16328,82,"['motorcycle'; 'flatfish']",motorcycle
16329,47,"['tank'; 'raccoon']",raccoon
16330,61,"['woman'; 'whale']",whale
16331,55,"['bicycle'; 'skyscraper']",skyscraper
16332,2,"['tractor'; 'worm']",worm
16333,89,"['bear'; 'bed']",bed
16334,69,"['possum'; 'pickup_truck']",possum
16335,57,"['fox'; 'worm']",fox
16336,81,"['bottle'; 'mushroom']",mushroom
16337,95,"['pear'; 'oak_tree']",Oak tree
16338,55,"['skyscraper'; 'bicycle']",skyscraper
16339,2,"['worm'; 'tractor']",tractor
16340,88,"['camel'; 'ray']",ray
16341,79,"['butterfly'; 'spider']",butterfly
16342,15,"['rose'; 'snail']",snail
16343,30,"['raccoon'; 'orchid']",orchid
16344,86,"['lizard'; 'tank']",lizard
16345,76,"['lizard'; 'kangaroo']",lizard
16346,67,"['man'; 'motorcycle']",motorcycle
16347,92,"['worm'; 'plain']",worm
16348,99,"['dinosaur'; 'rose']",dinosaur
16349,41,"['couch'; 'pine_tree']",couch
16350,11,"['poppy'; 'boy']",poppy
16351,87,"['man'; 'bus']",bus
16352,0,"['train'; 'flatfish']",train
16353,0,"['flatfish'; 'train']",train
16354,36,"['clock'; 'woman']",woman
16355,28,"['rabbit'; 'wolf']",rabbit
16356,0,"['train'; 'flatfish']",train
16357,38,"['rose'; 'sunflower']",rose
16358,33,"['mushroom'; 'chimpanzee']",chimpanzee
16359,93,"['table'; 'lion']",lion
16360,94,"['lobster'; 'boy']",boy
16361,24,"['train'; 'lawn_mower']",train
16362,40,"['bear'; 'tulip']",bear
16363,49,"['raccoon'; 'beetle']",raccoon
16364,95,"['oak_tree'; 'pear']",pear
16365,17,"['crocodile'; 'turtle']",crocodile
16366,40,"['tulip'; 'bear']",tulip
16367,78,"['bus'; 'poppy']",poppy
16368,29,"['girl'; 'sunflower']",sunflower
16369,9,"['mouse'; 'camel']",camel
16370,12,"['beetle'; 'bear']",bear
16371,85,"['ray'; 'bus']",bus
16372,54,"['beaver'; 'keyboard']",beaver
16373,85,"['ray'; 'bus']",bus
16374,14,"['oak_tree'; 'ray']",oak_tree
16375,41,"['couch'; 'pine_tree']",pine_tree
16376,72,"['camel'; 'palm_tree']",palm_tree
16377,85,"['bus'; 'ray']",ray
16378,7,"['raccoon'; 'lawn_mower']",lawn_mower
16379,70,"['road'; 'cup']",cup
16380,48,"['bottle'; 'skunk']",skunk
16381,70,"['road'; 'cup']",cup
16382,91,"['mouse'; 'camel']",camel
16383,78,"['bus'; 'poppy']",poppy
16384,43,"['bottle'; 'willow_tree']",bottle
16385,71,"['fox'; 'lamp']",lamp
16386,58,"['trout'; 'fox']",trout
16387,63,"['lion'; 'sweet_pepper']",lion
16388,50,"['bed'; 'otter']",otter
16389,90,"['bus'; 'road']",bus
16390,96,"['woman'; 'sea']",sea
16391,11,"['boy'; 'poppy']",poppy
16392,70,"['cup'; 'road']",cup
16393,82,"['motorcycle'; 'flatfish']",motorcycle
16394,46,"['orange'; 'table']",orange
16395,36,"['woman'; 'clock']",clock
16396,33,"['mushroom'; 'chimpanzee']",chimpanzee
16397,64,"['tractor'; 'shark']",tractor
16398,1,"['caterpillar'; 'maple_tree']",caterpillar
16399,66,"['kangaroo'; 'pear']",pear
16400,38,"['sunflower'; 'rose']",sunflower
16401,28,"['rabbit'; 'wolf']",rabbit
16402,8,"['seal'; 'rose']",rose
16403,74,"['man'; 'lawn_mower']",lawn_mower
16404,64,"['shark'; 'tractor']",tractor
16405,33,"['chimpanzee'; 'mushroom']",chimpanzee
16406,13,"['bottle'; 'cup']",bottle
16407,43,"['willow_tree'; 'bottle']",bottle
16408,93,"['table'; 'lion']",lion
16409,96,"['woman'; 'sea']",sea
16410,70,"['road'; 'cup']",cup
16411,69,"['possum'; 'pickup_truck']",possum
16412,92,"['plain'; 'worm']",worm
16413,91,"['camel'; 'mouse']",camel
16414,78,"['bus'; 'poppy']",poppy
16415,91,"['camel'; 'mouse']",camel
16416,8,"['rose'; 'seal']",seal
16417,48,"['bottle'; 'skunk']",skunk
16418,33,"['chimpanzee'; 'mushroom']",chimpanzee
16419,93,"['table'; 'lion']",lion
16420,56,"['willow_tree'; 'snail']",snail
16421,49,"['raccoon'; 'beetle']",raccoon
16422,57,"['worm'; 'fox']",fox
16423,92,"['plain'; 'worm']",worm
16424,93,"['lion'; 'table']",table
16425,85,"['ray'; 'bus']",bus
16426,96,"['sea'; 'woman']",woman
16427,68,"['sea'; 'bridge']",sea
16428,6,"['castle'; 'beetle']",castle
16429,44,"['cloud'; 'flatfish']",cloud
16430,42,"['cattle'; 'skyscraper']",skyscraper
16431,99,"['rose'; 'dinosaur']",dinosaur
16432,62,"['plain'; 'crocodile']",crocodile
16433,10,"['squirrel'; 'willow_tree']",squirrel
16434,69,"['possum'; 'pickup_truck']",possum
16435,24,"['train'; 'lawn_mower']",train
16436,62,"['plain'; 'crocodile']",crocodile
16437,82,"['flatfish'; 'motorcycle']",motorcycle
16438,20,"['poppy'; 'forest']",poppy
16439,89,"['bear'; 'bed']",bear
16440,43,"['willow_tree'; 'bottle']",bottle
16441,96,"['woman'; 'sea']",woman
16442,63,"['sweet_pepper'; 'lion']",lion
16443,80,"['flatfish'; 'lion']",lion
16444,84,"['maple_tree'; 'pickup_truck']",maple_tree
16445,43,"['willow_tree'; 'bottle']",willow_tree
16446,59,"['oak_tree'; 'mountain']",mountain
16447,11,"['poppy'; 'boy']",poppy
16448,8,"['seal'; 'rose']",rose
16449,39,"['flatfish'; 'lawn_mower']",lawn_mower
16450,29,"['girl'; 'sunflower']",sunflower
16451,27,"['oak_tree'; 'apple']",apple
16452,11,"['poppy'; 'boy']",poppy
16453,36,"['clock'; 'woman']",woman
16454,99,"['dinosaur'; 'rose']",dinosaur
16455,89,"['bear'; 'bed']",bear
16456,6,"['castle'; 'beetle']",castle
16457,57,"['fox'; 'worm']",fox
16458,22,"['lizard'; 'possum']",lizard
16459,74,"['lawn_mower'; 'man']",man
16460,6,"['beetle'; 'castle']",castle
16461,37,"['cloud'; 'lawn_mower']",lawn_mower
16462,20,"['poppy'; 'forest']",forest
16463,7,"['lawn_mower'; 'raccoon']",lawn_mower
16464,54,"['beaver'; 'keyboard']",beaver
16465,87,"['man'; 'bus']",bus
16466,59,"['oak_tree'; 'mountain']",mountain
16467,82,"['flatfish'; 'motorcycle']",motorcycle
16468,14,"['oak_tree'; 'ray']",oak_tree
16469,1,"['maple_tree'; 'caterpillar']",maple_tree
16470,9,"['camel'; 'mouse']",camel
16471,59,"['mountain'; 'oak_tree']",mountain
16472,22,"['possum'; 'lizard']",possum
16473,11,"['boy'; 'poppy']",poppy
16474,99,"['rose'; 'dinosaur']",dinosaur
16475,39,"['lawn_mower'; 'flatfish']",lawn_mower
16476,98,"['pine_tree'; 'pickup_truck']",pine_tree
16477,17,"['turtle'; 'crocodile']",crocodile
16478,24,"['lawn_mower'; 'train']",train
16479,8,"['seal'; 'rose']",rose
16480,5,"['apple'; 'bicycle']",bicycle
16481,54,"['keyboard'; 'beaver']",beaver
16482,77,"['tulip'; 'pine_tree']",pine_tree
16483,41,"['pine_tree'; 'couch']",pine_tree
16484,54,"['keyboard'; 'beaver']",keyboard
16485,25,"['beaver'; 'tulip']",beaver
16486,43,"['bottle'; 'willow_tree']",bottle
16487,86,"['lizard'; 'tank']",lizard
16488,93,"['lion'; 'table']",table
16489,63,"['lion'; 'sweet_pepper']",lion
16490,3,"['bed'; 'cup']",cup
16491,32,"['couch'; 'skunk']",couch
16492,6,"['castle'; 'beetle']",castle
16493,27,"['apple'; 'oak_tree']",apple
16494,84,"['pickup_truck'; 'maple_tree']",maple_tree
16495,87,"['man'; 'bus']",bus
16496,64,"['shark'; 'tractor']",tractor
16497,48,"['skunk'; 'bottle']",skunk
16498,97,"['motorcycle'; 'crocodile']",crocodile
16499,81,"['mushroom'; 'bottle']",mushroom
16500,38,"['rose'; 'sunflower']",rose
16501,9,"['mouse'; 'camel']",camel
16502,44,"['flatfish'; 'cloud']",cloud
16503,81,"['mushroom'; 'bottle']",mushroom
16504,1,"['caterpillar'; 'maple_tree']",maple_tree
16505,65,"['crab'; 'can']",crab
16506,76,"['kangaroo'; 'lizard']",kangaroo
16507,28,"['wolf'; 'rabbit']",wolf
16508,99,"['dinosaur'; 'rose']",dinosaur
16509,99,"['rose'; 'dinosaur']",dinosaur
16510,61,"['whale'; 'woman']",woman
16511,46,"['table'; 'orange']",orange
16512,57,"['worm'; 'fox']",fox
16513,91,"['mouse'; 'camel']",camel
16514,79,"['spider'; 'butterfly']",butterfly
16515,87,"['bus'; 'man']",bus
16516,88,"['camel'; 'ray']",camel
16517,79,"['butterfly'; 'spider']",butterfly
16518,60,"['mushroom'; 'clock']",clock
16519,80,"['lion'; 'flatfish']",lion
16520,0,"['flatfish'; 'train']",train
16521,84,"['pickup_truck'; 'maple_tree']",pickup_truck
16522,86,"['tank'; 'lizard']",lizard
16523,53,"['pine_tree'; 'orchid']",Pine tree
16524,35,"['crocodile'; 'orchid']",crocodile
16525,31,"['butterfly'; 'mountain']",mountain
16526,54,"['keyboard'; 'beaver']",beaver
16527,18,"['trout'; 'bottle']",bottle
16528,5,"['bicycle'; 'apple']",apple
16529,58,"['fox'; 'trout']",fox
16530,96,"['woman'; 'sea']",woman
16531,76,"['lizard'; 'kangaroo']",lizard
16532,97,"['crocodile'; 'motorcycle']",crocodile
16533,9,"['mouse'; 'camel']",camel
16534,16,"['train'; 'oak_tree']",Oak tree
